Names,inchikey,inchi code
arabinose,PYMYPHUHKUWMLA-WDCZJNDASA-N,"InChI=1S/C5H10O5/c6-1-3(8)5(10)4(9)2-7/h1,3-5,7-10H,2H2/t3-,4-,5+/m1/s1"
deoxycarnitine,JHPNVNIEXXLNTR-UHFFFAOYSA-O,"InChI=1S/C7H15NO2/c1-8(2,3)6-4-5-7(9)10/h4-6H2,1-3H3/p+1"
8-hydroxyguanine,CLGFIVUFZRGQRP-UHFFFAOYSA-N,"InChI=1S/C5H5N5O2/c6-4-8-2-1(3(11)10-4)7-5(12)9-2/h(H5,6,7,8,9,10,11,12)"
creatinine,DDRJAANPRJIHGJ-UHFFFAOYSA-N,"InChI=1S/C4H7N3O/c1-7-2-3(8)6-4(7)5/h2H2,1H3,(H2,5,6,8)"
glycerate,RBNPOMFGQQGHHO-UHFFFAOYSA-N,"InChI=1S/C3H6O4/c4-1-2(5)3(6)7/h2,4-5H,1H2,(H,6,7)"
(3'-5')-uridylyluridine,KXSPLNAXPMVUEC-NCOIDOBVSA-N,"InChI=1S/C18H23N4O14P/c23-5-7-14(13(28)16(34-7)22-4-2-10(25)20-18(22)30)36-37(31,32)33-6-8-11(26)12(27)15(35-8)21-3-1-9(24)19-17(21)29/h1-4,7-8,11-16,23,26-28H,5-6H2,(H,31,32)(H,19,24,29)(H,20,25,30)/t7-,8-,11-,12-,13-,14-,15-,16-/m1/s1"
meglumine,MBBZMMPHUWSWHV-UHFFFAOYSA-N,"InChI=1S/C7H17NO5/c1-8-2-4(10)6(12)7(13)5(11)3-9/h4-13H,2-3H2,1H3"
"N,N,N-trimethyl-5-aminovalerate",CDLVFVFTRQPQFU-UHFFFAOYSA-N,"InChI=1S/C8H17NO2/c1-9(2,3)7-5-4-6-8(10)11/h4-7H2,1-3H3"
3-hydroxysebacate,OQYZCCKCJQWHIE-UHFFFAOYSA-N,"InChI=1S/C10H18O5/c11-8(7-10(14)15)5-3-1-2-4-6-9(12)13/h8,11H,1-7H2,(H,12,13)(H,14,15)"
pentadecanoate (15:0),WQEPLUUGTLDZJY-UHFFFAOYSA-N,"InChI=1S/C15H30O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15(16)17/h2-14H2,1H3,(H,16,17)"
valerylglycine (C5),NYZBWOSRZJKQAI-UHFFFAOYSA-N,"InChI=1S/C7H13NO3/c1-2-3-4-6(9)8-5-7(10)11/h2-5H2,1H3,(H,8,9)(H,10,11)"
docosadienoate (22:2n6),HVGRZDASOHMCSK-AVQMFFATSA-N,"InChI=1S/C22H40O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h6-7,9-10H,2-5,8,11-21H2,1H3,(H,23,24)/b7-6+,10-9+"
N-delta-acetylornithine,SRXKAYJJGAAOBP-UHFFFAOYSA-N,"InChI=1S/C7H14N2O3/c1-5(10)9-4-2-3-6(8)7(11)12/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)"
2-iminopiperidine,DHGUMNJVFYRSIG-UHFFFAOYSA-N,"InChI=1S/C5H10N2/c6-5-3-1-2-4-7-5/h1-4H2,(H2,6,7)"
hypotaurine,VVIUBCNYACGLLV-UHFFFAOYSA-N,"InChI=1S/C2H7NO2S/c3-1-2-6(4)5/h1-3H2,(H,4,5)"
galactosylglycerol,NHJUPBDCSOGIKX-NTXXKDEISA-N,"InChI=1S/C9H18O8/c10-1-4(12)3-16-9-8(15)7(14)6(13)5(2-11)17-9/h4-15H,1-3H2/t4-,5-,6+,7+,8-,9-/m1/s1"
2-oxoarginine*,ARBHXJXXVVHMET-UHFFFAOYSA-N,"InChI=1S/C6H11N3O3/c7-6(8)9-3-1-2-4(10)5(11)12/h1-3H2,(H,11,12)(H4,7,8,9)"
N-methyl-GABA,AOKCDAVWJLOAHG-UHFFFAOYSA-N,"InChI=1S/C5H11NO2/c1-6-4-2-3-5(7)8/h6H,2-4H2,1H3,(H,7,8)"
theophylline,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)"
"N6,N6-dimethyllysine",XXEWFEBMSGLYBY-ZETCQYMHSA-N,"InChI=1S/C8H18N2O2/c1-10(2)6-4-3-5-7(9)8(11)12/h7H,3-6,9H2,1-2H3,(H,11,12)/t7-/m0/s1"
malonate,OFOBLEOULBTSOW-UHFFFAOYSA-N,"InChI=1S/C3H4O4/c4-2(5)1-3(6)7/h1H2,(H,4,5)(H,6,7)"
N-monomethylarginine,NTNWOCRCBQPEKQ-YFKPBYRVSA-N,"InChI=1S/C7H16N4O2/c1-10-7(9)11-4-2-3-5(8)6(12)13/h5H,2-4,8H2,1H3,(H,12,13)(H3,9,10,11)/t5-/m0/s1"
3-(N-acetyl-L-cystein-S-yl) acetaminophen,DVPRQNKJGQEICH-JTQLQIEISA-N,"InChI=1S/C13H16N2O5S/c1-7(16)14-9-3-4-11(18)12(5-9)21-6-10(13(19)20)15-8(2)17/h3-5,10,18H,6H2,1-2H3,(H,14,16)(H,15,17)(H,19,20)/t10-/m0/s1"
caffeine,RYYVLZVUVIJVGH-UHFFFAOYSA-N,"InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3"
2-hydroxyphenylacetate,CCVYRRGZDBSHFU-UHFFFAOYSA-N,"InChI=1S/C8H8O3/c9-7-4-2-1-3-6(7)5-8(10)11/h1-4,9H,5H2,(H,10,11)"
alanylleucine,RDIKFPRVLJLMER-UHFFFAOYSA-N,"InChI=1S/C9H18N2O3/c1-5(2)4-7(9(13)14)11-8(12)6(3)10/h5-7H,4,10H2,1-3H3,(H,11,12)(H,13,14)"
4-ureidobutyrate,QYTWIMMLQKHPGL-UHFFFAOYSA-N,"InChI=1S/C5H10N2O3/c6-5(10)7-3-1-2-4(8)9/h1-3H2,(H,8,9)(H3,6,7,10)"
3-amino-2-piperidone,YCCMTCQQDULIFE-UHFFFAOYSA-N,"InChI=1S/C5H10N2O/c6-4-2-1-3-7-5(4)8/h4H,1-3,6H2,(H,7,8)"
L-urobilin,TYOWQSLRVAUSMI-WKULSOCRSA-N,"InChI=1S/C33H46N4O6/c1-7-20-19(6)32(42)37-27(20)14-25-18(5)23(10-12-31(40)41)29(35-25)15-28-22(9-11-30(38)39)17(4)24(34-28)13-26-16(3)21(8-2)33(43)36-26/h15-16,19-21,26-27,34H,7-14H2,1-6H3,(H,36,43)(H,37,42)(H,38,39)(H,40,41)/b29-15+"
1-(1-enyl-palmitoyl)-2-palmitoyl-GPC (P-16:0/16:0)*,PEWXKAOBUSBJLD-MCBGMKGZSA-N,"InChI=1S/C40H80NO7P/c1-6-8-10-12-14-16-18-20-22-24-26-28-30-32-35-45-37-39(38-47-49(43,44)46-36-34-41(3,4)5)48-40(42)33-31-29-27-25-23-21-19-17-15-13-11-9-7-2/h32,35,39H,6-31,33-34,36-38H2,1-5H3/b35-32-/t39-/m1/s1"
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",WKZHECFHXLTOLJ-QYKFWSDSSA-N,"InChI=1S/C47H93N2O6P/c1-6-8-10-12-14-16-18-20-21-22-23-24-25-26-27-29-31-33-35-37-39-41-47(51)48-45(44-55-56(52,53)54-43-42-49(3,4)5)46(50)40-38-36-34-32-30-28-19-17-15-13-11-9-7-2/h20-21,38,40,45-46,50H,6-19,22-37,39,41-44H2,1-5H3,(H-,48,51,52,53)/b21-20-,40-38+/t45-,46+/m0/s1"
eicosenoate (20:1n9 or 1n11),BITHHVVYSMSWAG-KTKRTIGZSA-N,"InChI=1S/C20H38O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h9-10H,2-8,11-19H2,1H3,(H,21,22)/b10-9-"
alpha-hydroxyisocaproate,LVRFTAZAXQPQHI-YFKPBYRVSA-N,"InChI=1S/C6H12O3/c1-4(2)3-5(7)6(8)9/h4-5,7H,3H2,1-2H3,(H,8,9)/t5-/m0/s1"
histamine,NTYJJOPFIAHURM-UHFFFAOYSA-N,"InChI=1S/C5H9N3/c6-2-1-5-3-7-4-8-5/h3-4H,1-2,6H2,(H,7,8)"
(3'-5')-guanylylcytidine,DQTQQHQGSZWEMR-VMIOUTBZSA-N,"InChI=1S/C19H25N8O12P/c20-8-1-2-26(19(33)23-8)16-11(30)10(29)7(38-16)4-36-40(34,35)39-13-6(3-28)37-17(12(13)31)27-5-22-9-14(27)24-18(21)25-15(9)32/h1-2,5-7,10-13,16-17,28-31H,3-4H2,(H,34,35)(H2,20,23,33)(H3,21,24,25,32)/t6-,7-,10-,11-,12-,13-,16-,17-/m1/s1"
4-hydroxybutyrate (GHB),SJZRECIVHVDYJC-UHFFFAOYSA-N,"InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)"
5-hydroxymethylfurfural,NOEGNKMFWQHSLB-UHFFFAOYSA-N,"InChI=1S/C6H6O3/c7-3-5-1-2-6(4-8)9-5/h1-3,8H,4H2"
isocitric lactone,UKZDIMBDWHZXOK-UHFFFAOYSA-N,"InChI=1S/C6H6O6/c7-3-1-2(5(8)9)4(12-3)6(10)11/h2,4H,1H2,(H,8,9)(H,10,11)"
10-undecenoate (11:1n1),FRPZMMHWLSIFAZ-UHFFFAOYSA-M,"InChI=1S/C11H20O2/c1-2-3-4-5-6-7-8-9-10-11(12)13/h2H,1,3-10H2,(H,12,13)/p-1"
N-carbamoylaspartate,HLKXYZVTANABHZ-REOHCLBHSA-N,"InChI=1S/C5H8N2O5/c6-5(12)7-2(4(10)11)1-3(8)9/h2H,1H2,(H,8,9)(H,10,11)(H3,6,7,12)/t2-/m0/s1"
N(1)-acetylspermine,GUNURVWAJRRUAV-UHFFFAOYSA-N,"InChI=1S/C12H28N4O/c1-12(17)16-11-5-10-15-8-3-2-7-14-9-4-6-13/h14-15H,2-11,13H2,1H3,(H,16,17)"
deoxycholate,KXGVEGMKQFWNSR-LLQZFEROSA-N,"InChI=1S/C24H40O4/c1-14(4-9-22(27)28)18-7-8-19-17-6-5-15-12-16(25)10-11-23(15,2)20(17)13-21(26)24(18,19)3/h14-21,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15-,16-,17+,18-,19+,20+,21+,23+,24-/m1/s1"
rosmarinate,DOUMFZQKYFQNTF-WUTVXBCWSA-N,"InChI=1S/C18H16O8/c19-12-4-1-10(7-14(12)21)3-6-17(23)26-16(18(24)25)9-11-2-5-13(20)15(22)8-11/h1-8,16,19-22H,9H2,(H,24,25)/b6-3+/t16-/m1/s1"
lithocholate,SMEROWZSTRWXGI-HVATVPOCSA-N,"InChI=1S/C24H40O3/c1-15(4-9-22(26)27)19-7-8-20-18-6-5-16-14-17(25)10-12-23(16,2)21(18)11-13-24(19,20)3/h15-21,25H,4-14H2,1-3H3,(H,26,27)/t15-,16-,17-,18+,19-,20+,21+,23+,24-/m1/s1"
3-hydroxy-3-methylglutarate,NPOAOTPXWNWTSH-UHFFFAOYSA-N,"InChI=1S/C6H10O5/c1-6(11,2-4(7)8)3-5(9)10/h11H,2-3H2,1H3,(H,7,8)(H,9,10)"
valylglycine,IOUPEELXVYPCPG-UHFFFAOYSA-N,"InChI=1S/C7H14N2O3/c1-4(2)6(8)7(12)9-3-5(10)11/h4,6H,3,8H2,1-2H3,(H,9,12)(H,10,11)"
secoisolariciresinol,PUETUDUXMCLALY-HOTGVXAUSA-N,"InChI=1S/C20H26O6/c1-25-19-9-13(3-5-17(19)23)7-15(11-21)16(12-22)8-14-4-6-18(24)20(10-14)26-2/h3-6,9-10,15-16,21-24H,7-8,11-12H2,1-2H3/t15-,16-/m0/s1"
quinate,AAWZDTNXLSGCEK-LNVDRNJUSA-N,"InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5?,7?/m1/s1"
2'-deoxyadenosine,OLXZPDWKRNYJJZ-RRKCRQDMSA-N,"InChI=1S/C10H13N5O3/c11-9-8-10(13-3-12-9)15(4-14-8)7-1-5(17)6(2-16)18-7/h3-7,16-17H,1-2H2,(H2,11,12,13)/t5-,6+,7+/m0/s1"
N-acetylpyrraline,CMFWLOPIOWBYCM-UHFFFAOYSA-N,"InChI=1S/C6H9NO/c1-6(8)7-4-2-3-5-7/h2,4H,3,5H2,1H3"
3-(4-hydroxyphenyl)lactate (HPLA),JVGVDSSUAVXRDY-UHFFFAOYSA-N,"InChI=1S/C9H10O4/c10-7-3-1-6(2-4-7)5-8(11)9(12)13/h1-4,8,10-11H,5H2,(H,12,13)"
docosahexaenoate (DHA; 22:6n3),MBMBGCFOFBJSGT-KUBAVDMBSA-N,"InChI=1S/C22H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h3-4,6-7,9-10,12-13,15-16,18-19H,2,5,8,11,14,17,20-21H2,1H3,(H,23,24)/b4-3-,7-6-,10-9-,13-12-,16-15-,19-18-"
hexanoyltaurine,ADFXUGRCALOSKU-UHFFFAOYSA-N,"InChI=1S/C8H17NO4S/c1-2-3-4-5-8(10)9-6-7-14(11,12)13/h2-7H2,1H3,(H,9,10)(H,11,12,13)"
heptadecasphingosine (d17:1),RBEJCQPPFCKTRZ-LHMZYYNSSA-N,"InChI=1S/C17H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(20)16(18)15-19/h13-14,16-17,19-20H,2-12,15,18H2,1H3/b14-13+/t16-,17+/m0/s1"
inosine,UGQMRVRMYYASKQ-KQYNXXCUSA-N,"InChI=1S/C10H12N4O5/c15-1-4-6(16)7(17)10(19-4)14-3-13-5-8(14)11-2-12-9(5)18/h2-4,6-7,10,15-17H,1H2,(H,11,12,18)/t4-,6-,7-,10-/m1/s1"
suberate (C8-DC),TYFQFVWCELRYAO-UHFFFAOYSA-N,"InChI=1S/C8H14O4/c9-7(10)5-3-1-2-4-6-8(11)12/h1-6H2,(H,9,10)(H,11,12)"
5-hydroxypicolinic acid,CGRRUFNHHQCLDZ-UHFFFAOYSA-N,"InChI=1S/C6H5NO3/c8-4-1-2-5(6(9)10)7-3-4/h1-3,8H,(H,9,10)"
ursodeoxycholate,RUDATBOHQWOJDD-UZVSRGJWSA-N,"InChI=1S/C24H40O4/c1-14(4-7-21(27)28)17-5-6-18-22-19(9-11-24(17,18)3)23(2)10-8-16(25)12-15(23)13-20(22)26/h14-20,22,25-26H,4-13H2,1-3H3,(H,27,28)/t14-,15+,16-,17-,18+,19+,20+,22+,23+,24-/m1/s1"
myristate (14:0),TUNFSRHWOTWDNC-UHFFFAOYSA-N,"InChI=1S/C14H28O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14(15)16/h2-13H2,1H3,(H,15,16)"
p-hydroxyatorvastatin,SOZOATLLFFVAPM-KAYWLYCHSA-N,"InChI=1S/C33H35FN2O6/c1-20(2)31-30(33(42)35-24-12-14-25(37)15-13-24)29(21-6-4-3-5-7-21)32(22-8-10-23(34)11-9-22)36(31)17-16-26(38)18-27(39)19-28(40)41/h3-15,20,26-27,37-39H,16-19H2,1-2H3,(H,35,42)(H,40,41)/t26-,27-/m1/s1"
epiandrosterone sulfate,ZMITXKRGXGRMKS-LUJOEAJASA-N,"InChI=1S/C19H30O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h12-16H,3-11H2,1-2H3,(H,21,22,23)/t12-,13-,14-,15-,16-,18-,19-/m0/s1"
(3'-5')-adenylyluridine,RNNPIPQLZRGXIG-KPKSGTNCSA-N,"InChI=1S/C19H24N7O12P/c20-15-10-16(22-5-21-15)26(6-23-10)18-13(31)14(7(3-27)36-18)38-39(33,34)35-4-8-11(29)12(30)17(37-8)25-2-1-9(28)24-19(25)32/h1-2,5-8,11-14,17-18,27,29-31H,3-4H2,(H,33,34)(H2,20,21,22)(H,24,28,32)/t7-,8-,11-,12-,13-,14-,17-,18-/m1/s1"
hydantoin-5-propionate,VWFWNXQAMGDPGG-UHFFFAOYSA-N,"InChI=1S/C6H8N2O4/c9-4(10)2-1-3-5(11)8-6(12)7-3/h3H,1-2H2,(H,9,10)(H2,7,8,11,12)"
asparagine,DCXYFEDJOCDNAF-REOHCLBHSA-N,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1"
xylose,SRBFZHDQGSBBOR-IOVATXLUSA-N,"InChI=1S/C5H10O5/c6-2-1-10-5(9)4(8)3(2)7/h2-9H,1H2/t2-,3+,4-,5?/m1/s1"
"1,3-propanediol",YPFDHNVEDLHUCE-UHFFFAOYSA-N,"InChI=1S/C3H8O2/c4-2-1-3-5/h4-5H,1-3H2"
pregnenolone sulfate,DIJBBUIOWGGQOP-QGVNFLHTSA-N,"InChI=1S/C21H32O5S/c1-13(22)17-6-7-18-16-5-4-14-12-15(26-27(23,24)25)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,15-19H,5-12H2,1-3H3,(H,23,24,25)/t15-,16-,17+,18-,19-,20-,21+/m0/s1"
alpha-tocopherol acetate,ZAKOWWREFLAJOT-UHFFFAOYSA-N,"InChI=1S/C31H52O3/c1-21(2)13-10-14-22(3)15-11-16-23(4)17-12-19-31(9)20-18-28-26(7)29(33-27(8)32)24(5)25(6)30(28)34-31/h21-23H,10-20H2,1-9H3"
"5,6-dihydrouracil",OIVLITBTBDPEFK-UHFFFAOYSA-N,"InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)"
morphine-3-glucuronide,WAEXKFONHRHFBZ-ZXDZBKESSA-N,"InChI=1S/C23H27NO9/c1-24-7-6-23-10-3-4-12(25)20(23)32-18-13(5-2-9(14(18)23)8-11(10)24)31-22-17(28)15(26)16(27)19(33-22)21(29)30/h2-5,10-12,15-17,19-20,22,25-28H,6-8H2,1H3,(H,29,30)/t10-,11+,12-,15-,16-,17+,19-,20-,22+,23-/m0/s1"
hexanoylcarnitine (C6),VVPRQWTYSNDTEA-UHFFFAOYSA-N,"InChI=1S/C13H25NO4/c1-5-6-7-8-13(17)18-11(9-12(15)16)10-14(2,3)4/h11H,5-10H2,1-4H3"
glycerophosphoserine*,ZWZWYGMENQVNFU-AKGZTFGVSA-N,"InChI=1S/C6H14NO8P/c7-5(6(10)11)3-15-16(12,13)14-2-4(9)1-8/h4-5,8-9H,1-3,7H2,(H,10,11)(H,12,13)/t4?,5-/m0/s1"
"1,2-dilinolenoyl-galactosylglycerol (18:3/18:3)*",QUZHZFAQJATMCA-VLTMIGNISA-N,"InChI=1S/C45H74O10/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-40(47)52-36-38(37-53-45-44(51)43(50)42(49)39(35-46)55-45)54-41(48)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h5-8,11-14,17-20,38-39,42-46,49-51H,3-4,9-10,15-16,21-37H2,1-2H3/b7-5-,8-6-,13-11-,14-12-,19-17-,20-18-/t38?,39-,42+,43+,44-,45-/m1/s1"
3-hydroxydodecanedioate*,FYVQCLGZFXHEGL-UHFFFAOYSA-N,"InChI=1S/C12H22O5/c13-10(9-12(16)17)7-5-3-1-2-4-6-8-11(14)15/h10,13H,1-9H2,(H,14,15)(H,16,17)"
isobutyrylglycine (C4),DCICDMMXFIELDF-UHFFFAOYSA-N,"InChI=1S/C6H11NO3/c1-4(2)6(10)7-3-5(8)9/h4H,3H2,1-2H3,(H,7,10)(H,8,9)"
4-imidazoleacetate,PRJKNHOMHKJCEJ-UHFFFAOYSA-N,"InChI=1S/C5H6N2O2/c8-5(9)1-4-2-6-3-7-4/h2-3H,1H2,(H,6,7)(H,8,9)"
2-hydroxyoctanoate,JKRDADVRIYVCCY-UHFFFAOYSA-N,"InChI=1S/C8H16O3/c1-2-3-4-5-6-7(9)8(10)11/h7,9H,2-6H2,1H3,(H,10,11)"
2-hydroxymyristate,JYZJYKOZGGEXSX-UHFFFAOYSA-N,"InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-12-13(15)14(16)17/h13,15H,2-12H2,1H3,(H,16,17)"
trimethylamine N-oxide,UYPYRKYUKCHHIB-UHFFFAOYSA-N,"InChI=1S/C3H9NO/c1-4(2,3)5/h1-3H3"
phenylacetylglutamate,PTSRBZOZSRJCKX-JTQLQIEISA-N,"InChI=1S/C13H15NO5/c15-11(8-9-4-2-1-3-5-9)14-10(13(18)19)6-7-12(16)17/h1-5,10H,6-8H2,(H,14,15)(H,16,17)(H,18,19)/t10-/m0/s1"
hexadecatrienoate (16:3n3),KBGYPXOSNDMZRV-PDBXOOCHSA-N,"InChI=1S/C16H26O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16(17)18/h3-4,6-7,9-10H,2,5,8,11-15H2,1H3,(H,17,18)/b4-3-,7-6-,10-9-"
tryptophylglycine,UYKREHOKELZSPB-UHFFFAOYSA-N,"InChI=1S/C13H15N3O3/c14-10(13(19)16-7-12(17)18)5-8-6-15-11-4-2-1-3-9(8)11/h1-4,6,10,15H,5,7,14H2,(H,16,19)(H,17,18)"
caprylate (8:0),WWZKQHOCKIZLMA-UHFFFAOYSA-N,"InChI=1S/C8H16O2/c1-2-3-4-5-6-7-8(9)10/h2-7H2,1H3,(H,9,10)"
methyl indole-3-acetate,KTHADMDGDNYQRX-UHFFFAOYSA-N,"InChI=1S/C11H11NO2/c1-14-11(13)6-8-7-12-10-5-3-2-4-9(8)10/h2-5,7,12H,6H2,1H3"
tricarballylate,KQTIIICEAUMSDG-UHFFFAOYSA-N,"InChI=1S/C6H8O6/c7-4(8)1-3(6(11)12)2-5(9)10/h3H,1-2H2,(H,7,8)(H,9,10)(H,11,12)"
"3,4-dihydroxyphenylacetate",CFFZDZCDUFSOFZ-UHFFFAOYSA-N,"InChI=1S/C8H8O4/c9-6-2-1-5(3-7(6)10)4-8(11)12/h1-3,9-10H,4H2,(H,11,12)"
diphenoxylate,HYPPXZBJBPSRLK-UHFFFAOYSA-N,"InChI=1S/C30H32N2O2/c1-2-34-28(33)29(25-12-6-3-7-13-25)18-21-32(22-19-29)23-20-30(24-31,26-14-8-4-9-15-26)27-16-10-5-11-17-27/h3-17H,2,18-23H2,1H3"
thymine,RWQNBRDOKXIBIV-UHFFFAOYSA-N,"InChI=1S/C5H6N2O2/c1-3-2-6-5(9)7-4(3)8/h2H,1H3,(H2,6,7,8,9)"
tyrosine,OUYCCCASQSFEME-QMMMGPOBSA-N,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1"
1-palmitoylglycerol (16:0),QHZLMUACJMDIAE-UHFFFAOYSA-N,"InChI=1S/C19H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(22)23-17-18(21)16-20/h18,20-21H,2-17H2,1H3"
10-hydroxystearate,PAZZVPKITDJCPV-UHFFFAOYSA-N,"InChI=1S/C18H36O3/c1-2-3-4-5-8-11-14-17(19)15-12-9-6-7-10-13-16-18(20)21/h17,19H,2-16H2,1H3,(H,20,21)"
stachydrine,CMUNUTVVOOHQPW-LURJTMIESA-N,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1"
gamma-aminobutyrate (GABA),BTCSSZJGUNDROE-UHFFFAOYSA-N,"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)"
N-acetyltryptophan,DZTHIGRZJZPRDV-LBPRGKRZSA-N,"InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)/t12-/m0/s1"
methylurea,XGEGHDBEHXKFPX-UHFFFAOYSA-N,"InChI=1S/C2H6N2O/c1-4-2(3)5/h1H3,(H3,3,4,5)"
piperidine,NQRYJNQNLNOLGT-UHFFFAOYSA-N,"InChI=1S/C5H11N/c1-2-4-6-5-3-1/h6H,1-5H2"
2-hydroxylignocerate*,MSUOLNSQHLHDAS-UHFFFAOYSA-N,"InChI=1S/C24H48O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23(25)24(26)27/h23,25H,2-22H2,1H3,(H,26,27)"
glycyrrhetinate,MPDGHEJMBKOTSU-WFJWTYAKSA-N,"InChI=1S/C30H46O4/c1-25(2)21-8-11-30(7)23(28(21,5)10-9-22(25)32)20(31)16-18-19-17-27(4,24(33)34)13-12-26(19,3)14-15-29(18,30)6/h16,19,21-23,32H,8-15,17H2,1-7H3,(H,33,34)/t19?,21?,22-,23?,26+,27-,28-,29+,30+/m0/s1"
umbelliferone sulfate,LJOOSFYJELZGMR-UHFFFAOYSA-N,"InChI=1S/C9H6O6S/c10-9-4-2-6-1-3-7(5-8(6)14-9)15-16(11,12)13/h1-5H,(H,11,12,13)"
phenylalanylalanine,MIDZLCFIAINOQN-WPRPVWTQSA-N,"InChI=1S/C12H16N2O3/c1-8(12(16)17)14-11(15)10(13)7-9-5-3-2-4-6-9/h2-6,8,10H,7,13H2,1H3,(H,14,15)(H,16,17)/t8-,10-/m0/s1"
taurohyodeoxycholic acid,HMXPOCDLAFAFNT-BHYUGXBJSA-N,"InChI=1S/C26H45NO6S/c1-16(4-7-24(30)27-12-13-34(31,32)33)19-5-6-20-18-15-23(29)22-14-17(28)8-10-26(22,3)21(18)9-11-25(19,20)2/h16-23,28-29H,4-15H2,1-3H3,(H,27,30)(H,31,32,33)/t16-,17-,18+,19-,20+,21+,22+,23+,25-,26-/m1/s1"
3-hydroxy-2-methylpyridine,AQSRRZGQRFFFGS-UHFFFAOYSA-N,"InChI=1S/C6H7NO/c1-5-6(8)3-2-4-7-5/h2-4,8H,1H3"
glutamine,ZDXPYRJPNDTMRX-VKHMYHEASA-N,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1"
N-acetylisoleucine,JDTWZSUNGHMMJM-UHFFFAOYSA-N,"InChI=1S/C8H15NO3/c1-4-5(2)7(8(11)12)9-6(3)10/h5,7H,4H2,1-3H3,(H,9,10)(H,11,12)"
cryptochlorogenic acid,GYFFKZTYYAFCTR-DUXPYHPUSA-N,"InChI=1S/C16H18O9/c17-9-3-1-8(5-10(9)18)2-4-13(21)25-14-11(19)6-16(24,15(22)23)7-12(14)20/h1-5,11-12,14,17-20,24H,6-7H2,(H,22,23)/b4-2+"
1-linolenoyl-digalactosylglycerol (18:3)*,MPSGDHOYFIUPSO-MDAKJLGTSA-N,"InChI=1S/C33H56O14/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-25(36)43-19-22(35)20-44-32-31(42)29(40)27(38)24(47-32)21-45-33-30(41)28(39)26(37)23(18-34)46-33/h3-4,6-7,9-10,22-24,26-35,37-42H,2,5,8,11-21H2,1H3/b4-3-,7-6-,10-9-/t22-,23-,24-,26+,27+,28+,29+,30-,31-,32-,33+/m1/s1"
prolylhydroxyproline,ONPXCLZMBSJLSP-ALKRTJFJSA-N,"InChI=1S/C10H16N2O4/c13-6-4-8(10(15)16)12(5-6)9(14)7-2-1-3-11-7/h6-8,11,13H,1-5H2,(H,15,16)/t6?,7-,8-/m0/s1"
