BIOCHEMICAL,PATHWAY_SORTORDER,SUPER_PATHWAY,SUB_PATHWAY,COMP_ID,PLATFORM,CHEMICAL_ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
oleoyl-linolenoyl-glycerol (18:1/18:3) [2]*,2843,Lipid,Diacylglycerol,54970,LC/MS Pos Late,100010944,2819,634.5405,,,,
oleoyl-linoleoyl-glycerol (18:1/18:2) [1],2840,Lipid,Diacylglycerol,46798,LC/MS Pos Late,100002989,3115,636.5562,,106292-55-1,,HMDB07219
oleoyl-linoleoyl-glycerol (18:1/18:2) [2],2841,Lipid,Diacylglycerol,46799,LC/MS Pos Late,100002990,3223,636.5562,,104346-53-4,,HMDB07219
oleoyl-oleoyl-glycerol (18:1/18:1)  [1]*,2837,Lipid,Diacylglycerol,54945,LC/MS Pos Late,100010918,3571,638.5718,,,,
oleoyl-oleoyl-glycerol (18:1/18:1) [2]*,2838,Lipid,Diacylglycerol,54946,LC/MS Pos Late,100010919,3695,638.5718,,,,
oleoylcarnitine (C18:1),1828,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",35160,LC/MS Pos Late,100001501,1423,426.3578,6441392,38677-66-6,,HMDB05065
oleoylcholine,1884,Lipid,Fatty Acid Metabolism (Acyl Choline),53260,LC/MS Pos Late,100009331,1449,368.3523,,,,
ondansetron,5509,Xenobiotics,Drug - Gastrointestinal,57794,LC/MS Pos Late,100015776,760,294.1601,4595,99614-02-5,"C07325,D00456",HMDB05035
ornithine,455,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800,133.0972,6262,3184-13-2,C00077,HMDB03374
orotate,4113,Nucleotide,"Pyrimidine Metabolism, Orotate containing",1505,LC/MS Polar,445,1638.1,155.0098,967,50887-69-9,C00295,HMDB00226
orotidine,4115,Nucleotide,"Pyrimidine Metabolism, Orotate containing",35172,LC/MS Polar,100001416,2250,287.0521,92751,314-50-1,,HMDB00788
oxalate (ethanedioate),4253,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,20694,LC/MS Neg,100000841,603,88.988,971,144-62-7,C00209,HMDB02329
oxypurinol,5565,Xenobiotics,Drug - Metabolic,41726,LC/MS Polar,100002489,1656,151.0262,4644,2465-59-0,D02365,HMDB00786
p-cresol,4440,Xenobiotics,Benzoate Metabolism,33444,LC/MS Neg,100001018,4154,107.0502,2879,106-44-5,C01468,HMDB01858
p-cresol glucuronide*,219,Amino Acid,Tyrosine Metabolism,48841,LC/MS Neg,100006191,2420,283.0823,154035,17680-99-8,,HMDB11686
p-cresol sulfate,4441,Xenobiotics,Benzoate Metabolism,36103,LC/MS Neg,100001315,2890,187.0071,4615423,3233-57-7,,HMDB11635
p-hydroxyatorvastatin,5551,Xenobiotics,Drug - Metabolic,47881,LC/MS Neg,100005939,4650,573.2406,9851106,265989-44-4,,
p-hydroxyatorvastatin lactone,5550,Xenobiotics,Drug - Metabolic,47880,LC/MS Pos Late,100005938,990,557.2446,,,,
p-hydroxybenzaldehyde,4401,Xenobiotics,Benzoate Metabolism,17665,LC/MS Neg,1276,2040,121.0295,126,123-08-0,C00633,HMDB11718
p-toluic acid,5962,Xenobiotics,Chemical,37499,LC/MS Neg,100002056,2463,135.0452,7470,99-94-5,C01454,HMDB29635
PAHSA (16:0/OH-18:0),1574,Lipid,Fatty Acid Hydroxyl Fatty Acid,52622,LC/MS Pos Late,100009050,3411,556.5299,,,,
palmitate (16:0),1461,Lipid,Long Chain Saturated Fatty Acid,1336,LC/MS Neg,424,5618,255.233,985,57-10-3,C00249,HMDB00220
palmitoleate (16:1n7),1480,Lipid,Long Chain Monounsaturated Fatty Acid,33447,LC/MS Neg,452,5475,253.2173,445638,373-49-9,C08362,HMDB03229
palmitoleoyl ethanolamide*,2120,Lipid,Endocannabinoid,57541,LC/MS Pos Late,100015862,1546,298.2741,9835868,,,HMDB13648
palmitoleoylcarnitine (C16:1)*,1827,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",53223,LC/MS Pos Late,100009406,1357,398.3265,71464547,,,
palmitoyl dihydrosphingomyelin (d18:0/16:0)*,3012,Lipid,Dihydrosphingomyelins,52434,LC/MS Pos Late,100008954,2290,705.5905,9939965,,,
palmitoyl ethanolamide,2091,Lipid,Endocannabinoid,38165,LC/MS Pos Late,1489,1643,300.2897,4671,544-31-0,C16512,HMDB02100
palmitoyl sphingomyelin (d18:1/16:0),3016,Lipid,Sphingomyelins,37506,LC/MS Pos Late,100002107,2168,703.5749,9939941,6254-89-3,,
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [1]*,2827,Lipid,Diacylglycerol,54957,LC/MS Pos Late,100010924,2916,634.5405,,,,
palmitoyl-arachidonoyl-glycerol (16:0/20:4) [2]*,2828,Lipid,Diacylglycerol,54958,LC/MS Pos Late,100010925,3015,634.5405,,,,
palmitoyl-linolenoyl-glycerol (16:0/18:3) [2]*,2822,Lipid,Diacylglycerol,54965,LC/MS Pos Late,100010939,2834,608.5249,,,,
palmitoyl-linoleoyl-glycerol (16:0/18:2) [1]*,2820,Lipid,Diacylglycerol,52633,LC/MS Pos Late,100009052,3080,610.5405,9543695,,,HMDB07103
palmitoyl-linoleoyl-glycerol (16:0/18:2) [2]*,2821,Lipid,Diacylglycerol,52634,LC/MS Pos Late,100009055,3197,610.5405,,,,
palmitoyl-oleoyl-glycerol (16:0/18:1) [2]*,2819,Lipid,Diacylglycerol,54942,LC/MS Pos Late,100010917,3695,612.5562,,,,
palmitoylcarnitine (C16),1808,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",44681,LC/MS Pos Late,100000776,1425,400.3421,461,6865-14-1,C02990,HMDB00222
palmitoylcholine,1883,Lipid,Fatty Acid Metabolism (Acyl Choline),52944,LC/MS Pos Late,100009233,1482,342.3367,151731,,,
pantetheine,4236,Cofactors and Vitamins,Pantothenate and CoA Metabolism,57555,LC/MS Pos Early,100001495,2056,279.1373,439322,496-65-1,C00831,
pantoate,4233,Cofactors and Vitamins,Pantothenate and CoA Metabolism,63061,LC/MS Neg,100002613,1143,147.0663,439251,470-29-1,C00522,
pantothenate (Vitamin B5),4234,Cofactors and Vitamins,Pantothenate and CoA Metabolism,1508,LC/MS Pos Early,1024,1667,220.118,6613,137-08-6,C00864,HMDB00210
paraxanthine,4480,Xenobiotics,Xanthine Metabolism,18254,LC/MS Neg,100000453,2279,179.0575,4687,611-59-6,C13747,HMDB01860
paroxetine,5635,Xenobiotics,Drug - Psychoactive,40461,LC/MS Pos Late,100003442,963,330.15,43815,110429-49-8,"D02362,C07415",
pentadecanoate (15:0),1460,Lipid,Long Chain Saturated Fatty Acid,1361,LC/MS Neg,980,5521,241.2173,13849,1002-84-2;10002-84-2,C16537,HMDB00826
pentose acid*,6090,Partially Characterized Molecules,Partially Characterized Molecules,63264,LC/MS Polar,100021467,2180,165.0405,,,,
phenethylamine,151,Amino Acid,Phenylalanine Metabolism,12142,LC/MS Pos Early,1207,3065,122.0964,1001,64-04-0,C05332,HMDB02017
phenol glucuronide,185,Amino Acid,Tyrosine Metabolism,52747,LC/MS Neg,100006679,1800,269.0667,87235,17685-05-1,,HMDB60014
phenol sulfate,184,Amino Acid,Tyrosine Metabolism,32553,LC/MS Neg,100001510,2156,172.9914,74426,937-34-8,C02180,HMDB60015
phenylacetate,152,Amino Acid,Phenylalanine Metabolism,57745,LC/MS Neg,100000011,2150,91.0554,999,103-82-2,C07086,HMDB00209
phenylacetylaspartate,1158,Peptide,Acetylated Peptides,63158,LC/MS Neg,100020879,1441,250.0721,562665,2752-32-1,,HMDB29355
phenylacetylglutamate,1144,Peptide,Acetylated Peptides,52925,LC/MS Polar,100009045,2325,264.0877,11579826,,,HMDB59772
phenylacetylglutamine,1145,Peptide,Acetylated Peptides,35126,LC/MS Neg,100001417,2330,263.1037,92258,28047-15-6,C04148,HMDB06344
phenylacetylglycine,1148,Peptide,Acetylated Peptides,33945,LC/MS Neg,100001275,2375,192.0666,68144,500-98-1,C05598,HMDB00821
phenylacetylmethionine,1152,Peptide,Acetylated Peptides,54736,LC/MS Neg,100009241,3620,266.0856,,,,
phenylacetyltaurine,1155,Peptide,Acetylated Peptides,63154,LC/MS Neg,100008932,2494,242.0493,2179693,33953-90-1,,
phenylalanine,137,Amino Acid,Phenylalanine Metabolism,64,LC/MS Pos Early,460,2878,166.0863,6140,63-91-2,C00079,HMDB00159
phenylalanylalanine,883,Peptide,Dipeptide,41374,LC/MS Pos Early,100003589,2909,237.1234,5488196,3918-87-4,,
phenylalanylglycine,888,Peptide,Dipeptide,41370,LC/MS Pos Early,100003588,2898,223.1077,98207,721-90-4,,HMDB28995
phenyllactate (PLA),148,Amino Acid,Phenylalanine Metabolism,22130,LC/MS Neg,100000774,2208,165.0557,3848,828-01-3,C05607,HMDB00779
phenylpropionylglycine,4449,Xenobiotics,Benzoate Metabolism,35434,LC/MS Neg,100001591,2945,206.0823,152323,56613-60-6,,HMDB00860
phenylpyruvate,147,Amino Acid,Phenylalanine Metabolism,566,LC/MS Neg,241,2515,163.0401,997,156-06-9,C00166,HMDB00205
pheophorbide A,4857,Xenobiotics,Food Component/Plant,35879,LC/MS Pos Late,100001689,1562,593.2759,5323510,15664-29-6,C18021,
pheophytin A,4858,Xenobiotics,Food Component/Plant,61857,LC/MS Pos Late,100001827,3176,871.5732,,603-17-8,C05797,
phloroglucinol sulfate,4425,Xenobiotics,Benzoate Metabolism,48413,LC/MS Neg,100006102,1177,204.9812,,72630-02-5,,
phosphate,1420,Energy,Oxidative Phosphorylation,42109,LC/MS Pos Early,461,576,98.9842,1061,7664-38-2,C00009,HMDB01429
phytanate,4861,Xenobiotics,Food Component/Plant,598,LC/MS Neg,466,5908,311.2956,26840,14721-66-5,C01607,HMDB00801
phytosphingosine,2917,Lipid,Sphingolipid Synthesis,1510,LC/MS Pos Late,469,1367,318.3003,122121,554-62-1,C12144,HMDB04610
picolinate,271,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910,124.0393,1018,98-98-6,C10164,HMDB02243
picolinoylglycine,1783,Lipid,Fatty Acid Metabolism (Acyl Glycine),63057,LC/MS Pos Early,100021198,1945,181.0608,11788622,5616-29-5,,HMDB59766
pimelate (C7-DC),1624,Lipid,"Fatty Acid, Dicarboxylate",15704,LC/MS Polar,100000101,2745,159.0663,385,111-16-0,C02656,HMDB00857
pimeloylcarnitine/3-methyladipoylcarnitine (C7-DC),1853,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",53224,LC/MS Pos Early,100009407,2773,304.1755,,,,
pipecolate,128,Amino Acid,Lysine Metabolism,1444,LC/MS Pos Early,1025,2200,130.0863,849,4043-87-2,C00408,HMDB00070
piperidine,4516,Xenobiotics,Food Component/Plant,38183,LC/MS Pos Early,100002398,2500,86.0964,8082,110-89-4,C01746,HMDB34301
piperine,4867,Xenobiotics,Food Component/Plant,33935,LC/MS Pos Late,100001267,1168,286.1438,638024,94-62-2,C03882,HMDB29377
ponciretin,4888,Xenobiotics,Food Component/Plant,40448,LC/MS Neg,100003286,4365,285.0768,5118250,480-43-3,,
poncirin,5040,Xenobiotics,Food Component/Plant,48364,LC/MS Neg,100006011,4430,593.1876,442456,14941-08-3,C09830,
pregnanediol-3-glucuronide,3193,Lipid,Progestin Steroids,40708,LC/MS Neg,100003470,5145,495.2963,123796,1852-49-9,,HMDB10318
pregnanolone/allopregnanolone sulfate,3198,Lipid,Progestin Steroids,48394,LC/MS Neg,100006173,5160,397.2054,,,,
pregnen-diol disulfate*,3170,Lipid,Pregnenolone Steroids,32562,LC/MS Neg,100001993,3868,238.0775,,,,
pregnenediol sulfate (C21H34O5S)*,3169,Lipid,Pregnenolone Steroids,32619,LC/MS Neg,100002067,5000,397.2054,,1247-64-9,,
pregnenetriol disulfate*,3172,Lipid,Pregnenolone Steroids,62921,LC/MS Neg,100021104,3504,246.0749,,,,
pregnenetriol sulfate*,3171,Lipid,Pregnenolone Steroids,62922,LC/MS Neg,100021103,4749,413.2003,,,,
pregnenolone sulfate,3153,Lipid,Pregnenolone Steroids,38170,LC/MS Neg,100002129,5100,395.1898,105074,1247-64-9,,HMDB00774
prolylhydroxyproline,483,Amino Acid,Urea cycle; Arginine and Proline Metabolism,35127,LC/MS Pos Early,100001167,2128,229.1183,11673055,18684-24-7,,HMDB06695
proline,463,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1898,LC/MS Pos Early,480,1603,116.0706,145742,147-85-3,C00148,HMDB00162
prolylglycine,909,Peptide,Dipeptide,40703,LC/MS Pos Early,100003674,2136,173.0921,6426709,2578-57-6,,HMDB11178
propionylcarnitine (C3),1722,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32452,LC/MS Pos Early,100001162,2590,218.1387,107738,17298-37-2,C03017,HMDB00824
propionylglutamine,63,Amino Acid,Glutamate Metabolism,54909,LC/MS Pos Early,100010846,1140,203.1026,,,,
propionylglycine (C3),1723,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31932,LC/MS Polar,100001150,1502.5,130.051,98681,21709-90-0,,HMDB00783
propyl 4-hydroxybenzoate sulfate,4435,Xenobiotics,Benzoate Metabolism,48460,LC/MS Neg,100006264,3971,259.0282,,162338-10-5,,
protoporphyrin IX,4302,Cofactors and Vitamins,Hemoglobin and Porphyrin Metabolism,39321,LC/MS Pos Late,100000292,1417,563.2653,4971,553-12-8;50865-10-5,C02191,HMDB00241
pseudouridine,4127,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100,243.0623,15047,1445-07-4,C02067,HMDB00767
pterin,4290,Cofactors and Vitamins,Pterin Metabolism,43023,LC/MS Pos Early,100004216,1805,164.0567,73000,22363-60-4,C00715,HMDB00802
putrescine,505,Amino Acid,Polyamine Metabolism,1408,LC/MS Pos Early,49,3027,89.1073,1045,110-60-1,C00134,HMDB01414
pyridostigmine,5614,Xenobiotics,Drug - Neurological,57703,LC/MS Pos Early,100015780,2517,181.0972,,155-97-5,,
pyridoxal,4346,Cofactors and Vitamins,Vitamin B6 Metabolism,1651,LC/MS Pos Early,491,2343,168.0655,1050,65-22-5,C00250,HMDB01545
pyridoxamine,4343,Cofactors and Vitamins,Vitamin B6 Metabolism,2150,LC/MS Pos Early,568,2975,169.0972,1052,58052-48-5,C00534,HMDB01431
pyridoxate,4347,Cofactors and Vitamins,Vitamin B6 Metabolism,31555,LC/MS Neg,100001121,2185,182.0459,6723,82-82-6,C00847,HMDB00017
pyridoxine (Vitamin B6),4341,Cofactors and Vitamins,Vitamin B6 Metabolism,608,LC/MS Pos Early,936,2442,170.0812,1054,58-56-0,C00314,HMDB02075
pyroglutamine*,53,Amino Acid,Glutamate Metabolism,46225,LC/MS Pos Early,100001540,1900,129.0659,,2353-44-8,,
pyrraline,4976,Xenobiotics,Food Component/Plant,48428,LC/MS Neg,100001767,2304,253.1194,122228,74509-14-1,,HMDB33143
pyruvate,1197,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",42582,LC/MS Neg,823,732.4,87.0088,1060,127-17-3,C00022,HMDB00243
quercitrin,4548,Xenobiotics,Food Component/Plant,21186,LC/MS Neg,100000929,2990,447.0933,5280459,522-12-3,C01750,HMDB33751
quetiapine,5649,Xenobiotics,Drug - Psychoactive,39787,LC/MS Pos Late,100002809,874,384.174,5002,111974-69-7,C07397,HMDB05021
quinate,4769,Xenobiotics,Food Component/Plant,18335,LC/MS Polar,100000442,2432.9,191.0561,6508,77-95-2,C00296,HMDB03072
quinine,5317,Xenobiotics,Drug - Antibiotic,39767,LC/MS Pos Early,100002968,3378,325.1911,2728270,130-95-0,,
quinolinate,4200,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,1899,LC/MS Polar,182,3000,166.0146,1066,89-00-9,C03722,HMDB00232
raltegravir,5359,Xenobiotics,Drug - Antiviral,63286,LC/MS Neg,100020936,3633,443.1485,54671008,518048-05-0,D06676,
ranitidine,5513,Xenobiotics,Drug - Gastrointestinal,38595,LC/MS Pos Early,100002735,2910,315.1485,3001055,66357-59-3,D00422,HMDB01930
ranitidine N-oxide*,5514,Xenobiotics,Drug - Gastrointestinal,62485,LC/MS Pos Early,100020810,2926,331.1435,3033888,,,
resveratrol sulfate (1)*,5047,Xenobiotics,Food Component/Plant,62108,LC/MS Neg,100020245,3250,307.0282,,,,
retinol (Vitamin A),4325,Cofactors and Vitamins,Vitamin A Metabolism,1806,LC/MS Pos Late,498,1636,269.2264,445354,68-26-8,C00473,HMDB00305
ribitol,1220,Carbohydrate,Pentose Metabolism,15772,LC/MS Polar,100000406,1789.6,151.0612,6912,488-81-3,C00474,HMDB00508
riboflavin (Vitamin B2),4230,Cofactors and Vitamins,Riboflavin Metabolism,1827,LC/MS Pos Early,500,2292,377.1456,493570,83-88-5,C00255,HMDB00244
ribonate,1221,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425,165.0405,5460677,1255190,C01685,HMDB00867
ribulonate/xylulonate/lyxonate*,1245,Carbohydrate,Pentose Metabolism,61858,LC/MS Polar,100019968,2350,165.0405,,,,
ribulose/xylulose,1222,Carbohydrate,Pentose Metabolism,48340,LC/MS Polar,100006122,1400,149.0455,,,,
ritalinic acid,5599,Xenobiotics,Drug - Neurological,22196,LC/MS Pos Early,100000579,3207,220.1332,86863,19395-41-6,,HMDB42008
ritonavir,5354,Xenobiotics,Drug - Antiviral,63278,LC/MS Pos Late,100020929,1252,721.32,392622,155213-67-5,D00427,HMDB14646
rosmarinate,4900,Xenobiotics,Food Component/Plant,39785,LC/MS Neg,100002776,2785,359.0772,5281792,537-15-5,C01850,HMDB03572
rosuvastatin,5555,Xenobiotics,Drug - Metabolic,40421,LC/MS Neg,100003272,4500,480.161,446157,147098-20-2,D01915,HMDB15230
rosuvastatin lactone,5557,Xenobiotics,Drug - Metabolic,42000,LC/MS Pos Late,100004033,1044,464.165,,503610-43-3,,
rutin,4901,Xenobiotics,Food Component/Plant,18382,LC/MS Neg,2071,2770,609.1461,5280805,207671-50-9,C05625,HMDB03249
S-1-pyrroline-5-carboxylate,61,Amino Acid,Glutamate Metabolism,42370,LC/MS Pos Early,35,1528,114.055,1196,2906-39-0,C04322,HMDB01301
S-allylcysteine,4906,Xenobiotics,Food Component/Plant,43239,LC/MS Pos Early,100004509,2690,162.0583,98280,21593-77-1,,HMDB34323
S-carboxyethylcysteine,428,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",64177,LC/MS Pos Early,100021530,1785,194.0482,,4033-46-9,,
S-carboxymethyl-L-cysteine,5743,Xenobiotics,Drug - Other,47897,LC/MS Pos Early,100002324,1490,180.0325,1080,638-23-3,C03727,HMDB29415
S-methylcysteine,425,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",39592,LC/MS Pos Early,100002749,1955,119.0161,24417,1187-84-4,,HMDB02108
S-methylcysteine sulfoxide,426,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",43378,LC/MS Pos Early,100002927,900,152.0376,82142,6853-87-8,,HMDB29432
S-methylmethionine,406,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",38127,LC/MS Pos Early,100002183,2555,164.074,458,582174,C05319,HMDB38670
saccharin,4903,Xenobiotics,Food Component/Plant,21151,LC/MS Neg,100000870,2000,181.9917,5143,81-07-2,D01085,HMDB29723
saccharopine,119,Amino Acid,Lysine Metabolism,1495,LC/MS Neg,392,640,275.1249,160556,997-68-2,C00449,HMDB00279
salicylate,5714,Xenobiotics,Drug - Topical Agents,1515,LC/MS Polar,501,802,137.0242,338,69-72-7,C00805,HMDB01895
salicyluric glucuronide*,5210,Xenobiotics,"Drug - Analgesics, Anesthetics",33384,LC/MS Neg,100001332,1463,370.078,121596205,,,
sarcosine,5,Amino Acid,"Glycine, Serine and Threonine Metabolism",1516,LC/MS Pos Early,1023,1280,90.055,1088,107-97-1,C00213,HMDB00271
sebacate (C10-DC),1632,Lipid,"Fatty Acid, Dicarboxylate",32398,LC/MS Neg,100001211,1788,201.1132,5192,111-20-6,C08277,HMDB00792
secoisolariciresinol,4907,Xenobiotics,Food Component/Plant,38105,LC/MS Neg,100002144,3945,361.1657,65373,29388-59-8,C18167,HMDB13692
sedoheptulose,1244,Carbohydrate,Pentose Metabolism,53237,LC/MS Polar,100002619,2255,209.0667,5459879,3019-74-7,,HMDB03219
serine,10,Amino Acid,"Glycine, Serine and Threonine Metabolism",1648,LC/MS Pos Early,503,1239,106.0499,5951,56-45-1,C00065,HMDB00187
serotonin,276,Amino Acid,Tryptophan Metabolism,2342,LC/MS Pos Early,504,2550,177.1022,5202,153-98-0,C00780,HMDB00259
sertraline,5623,Xenobiotics,Drug - Psychoactive,39757,LC/MS Pos Late,100002804,1070,306.0811,68617,79559-97-0,C07246,HMDB05010
solanidine,4917,Xenobiotics,Food Component/Plant,39788,LC/MS Pos Late,100002773,1010,398.3418,65727,80-78-4,C06543,HMDB03236
solifenacin,5722,Xenobiotics,Drug - Other,53001,LC/MS Pos Late,100008973,1042,363.2067,9885319,180468-39-7,,
soyasaponin I,4920,Xenobiotics,Food Component/Plant,43590,LC/MS Neg,100004481,5163,941.5115,122097,51330-27-9,C08983,HMDB34649
soyasaponin II,4921,Xenobiotics,Food Component/Plant,43589,LC/MS Neg,100004482,5175,911.501,171435,55319-36-3,C12081,HMDB34650
soyasaponin III,4922,Xenobiotics,Food Component/Plant,54925,LC/MS Neg,100004483,5176,795.4536,,55304-02-4,,
spermidine,513,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355,146.1652,1102,124-20-9,C00315,HMDB01257
spermine,520,Amino Acid,Polyamine Metabolism,603,LC/MS Pos Early,507,3350,203.223,1103,71-44-3,C00750,HMDB01256
sphingadienine,2916,Lipid,Sphingolipid Synthesis,57426,LC/MS Pos Late,100015643,1350,298.2741,6449795,25696-03-1,,
sphinganine,2914,Lipid,Sphingolipid Synthesis,17769,LC/MS Pos Late,313,1413,302.3054,3126,3102-56-5,C00836,HMDB00269
"sphingomyelin (d18:0/18:0, d19:0/17:0)*",3014,Lipid,Dihydrosphingomyelins,57473,LC/MS Pos Late,100009027,2500,733.6218,,,,HMDB12087
"sphingomyelin (d18:1/14:0, d16:1/16:0)*",3026,Lipid,Sphingomyelins,42463,LC/MS Pos Late,100004328,1998,675.5436,11433862,,,HMDB12097
"sphingomyelin (d18:1/17:0, d17:1/18:0, d19:1/16:0)",3031,Lipid,Sphingomyelins,52615,LC/MS Pos Late,100008920,2350,717.5905,,121999-64-2,,
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",3034,Lipid,Sphingomyelins,48490,LC/MS Pos Late,100006290,2800,759.6375,44260124,,,HMDB12102
"sphingomyelin (d18:1/20:1, d18:2/20:0)*",3035,Lipid,Sphingomyelins,48491,LC/MS Pos Late,100006292,2450,757.6218,,222403-67-0,,
"sphingomyelin (d18:1/21:0, d17:1/22:0, d16:1/23:0)*",3037,Lipid,Sphingomyelins,52495,LC/MS Pos Late,100009025,3000,773.6531,,,,
"sphingomyelin (d18:1/22:1, d18:2/22:0, d16:1/24:1)*",3039,Lipid,Sphingomyelins,48493,LC/MS Pos Late,100006295,2775,785.6531,,,,HMDB12104
"sphingomyelin (d18:1/24:1, d18:2/24:0)*",3042,Lipid,Sphingomyelins,47153,LC/MS Pos Late,100005986,3200,813.6844,	44260126,94359-13-4,,HMDB12107
"sphingomyelin (d18:2/16:0, d18:1/16:1)*",3030,Lipid,Sphingomyelins,42459,LC/MS Pos Late,100004329,2002,701.5592,,,,
"sphingomyelin (d18:2/23:0, d18:1/23:1, d17:1/24:1)*",3041,Lipid,Sphingomyelins,52435,LC/MS Pos Late,100008956,3000,799.6687,,,,
"sphingomyelin (d18:2/24:1, d18:1/24:2)*",3043,Lipid,Sphingomyelins,52437,LC/MS Pos Late,100008957,2750,811.6687,52931215,,,
sphingosine,3072,Lipid,Sphingosines,17747,LC/MS Pos Late,297,1393,300.2897,5353955,123-78-4,C00319,HMDB00252
SQDG (18:3/16:0),2861,Lipid,Diacylglycerol,57804,LC/MS Polar,100015635,742,815.4985,6450969,123036-44-2,,
stachydrine,4925,Xenobiotics,Food Component/Plant,34384,LC/MS Pos Early,100001296,1440,144.1019,115244,4136-37-2,C10172,HMDB04827
stearate (18:0),1465,Lipid,Long Chain Saturated Fatty Acid,1358,LC/MS Neg,439,5872,283.2643,5281,57-11-4,C01530,HMDB00827
stearidonate (18:4n3),1508,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),33969,LC/MS Neg,100001229,5395,275.2017,5312508,111174-40-4,C16300,HMDB06547
stearoyl ethanolamide,2092,Lipid,Endocannabinoid,38625,LC/MS Pos Late,100002254,1787,328.321,27902,111-57-9,,HMDB13078
stearoyl sphingomyelin (d18:1/18:0),3018,Lipid,Sphingomyelins,19503,LC/MS Pos Late,1538,2450,731.6062,6453725,85187-10-6;85187-10-6,C00550,HMDB01348
stearoyl-arachidonoyl-glycerol (18:0/20:4) [1]*,2851,Lipid,Diacylglycerol,57450,LC/MS Pos Late,100010949,3404,662.5718,,,,
stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*,2834,Lipid,Diacylglycerol,54947,LC/MS Pos Late,100010921,3762,638.5718,,,,
stearoylcarnitine (C18),1810,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Long Chain Saturated)",34409,LC/MS Pos Late,100001391,1485,428.3734,6426855,18822-91-8,,HMDB00848
steviol,5017,Xenobiotics,Food Component/Plant,54797,LC/MS Neg,100009256,5327,317.2122,452967,,C20212,
stigmastadienone,3133,Lipid,Sterol,63060,LC/MS Pos Late,100021199,2688,411.3622,6442194,,,
stigmasterol,3132,Lipid,Sterol,21183,LC/MS Pos Late,100000923,2875,395.3672,5280794,83-48-7,C05442,HMDB00937
suberate (C8-DC),1627,Lipid,"Fatty Acid, Dicarboxylate",15730,LC/MS Neg,100000016,804.3,173.0819,10457,505-48-6,C08278,HMDB00893
suberoylcarnitine (C8-DC),1854,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",52990,LC/MS Pos Early,100006627,2964,318.1911,,,,
succinate,1402,Energy,TCA Cycle,1437,LC/MS Polar,252,3149,117.0193,1110,110-15-6,C00042,HMDB00254
succinoyltaurine,444,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",63678,LC/MS Polar,100021220,2572,224.0234,,,,
succinylcarnitine (C4-DC),1401,Energy,TCA Cycle,37058,LC/MS Pos Early,100001948,2291,262.1285,71464481,256928-74-2,,HMDB61717
succinylglutamine,65,Amino Acid,Glutamate Metabolism,55014,LC/MS Pos Early,100010853,815,247.0925,,,,
sucralose,4560,Xenobiotics,Food Component/Plant,36649,LC/MS Neg,100001789,3140,395.0073,71485,56038-13-2,C12285,HMDB31554
sucrose,1281,Carbohydrate,Disaccharides and Oligosaccharides,1519,LC/MS Polar,935,3092,387.1144,5988,57-50-1,C00089,HMDB00258
sulfate of piperine metabolite C15H17NO3 (1)*,4874,Xenobiotics,Food Component/Plant,62304,LC/MS Neg,100020498,3728,338.0704,,,,
sulfate of piperine metabolite C15H17NO3 (2)*,4875,Xenobiotics,Food Component/Plant,62305,LC/MS Neg,100020499,3880,338.0704,,,,
sulfate of piperine metabolite C16H17NO3 (1)*,4876,Xenobiotics,Food Component/Plant,62306,LC/MS Neg,100020500,4293,350.0704,,,,
sulfate of piperine metabolite C16H17NO3 (2)*,4877,Xenobiotics,Food Component/Plant,62307,LC/MS Neg,100020501,4362,350.0704,,,,
sulfate of piperine metabolite C16H19NO3 (1)*,4878,Xenobiotics,Food Component/Plant,62294,LC/MS Neg,100020495,4031,352.086,,,,
