BIOCHEMICAL,pathway_sortorder,super_pathway,sub_pathway,comp_id,platform,chemical_id,ri,mass,pubchem,cas,kegg,hmdb,inchikey
N-acetylaspartate (NAA),37,Amino Acid,Alanine and Aspartate Metabolism,22185,LC/MS Neg,100000787,620.5,174.0408,65065,997-55-7;997-55-7,C01042,HMDB00812,
(S)-3-hydroxybutyrylcarnitine,1859,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",52984,LC/MS Pos Early,100009271,2340.0,248.1493,,,,,
rosmarinate,4900,Xenobiotics,Food Component/Plant,39785,LC/MS Neg,100002776,2785.0,359.0772,5281792,537-15-5,C01850,HMDB03572,
syringic acid,4933,Xenobiotics,Food Component/Plant,37091,LC/MS Neg,100001919,1450.0,197.0455,10742,530-57-4,C10833,HMDB02085,
3-dehydrocholate,3439,Lipid,Secondary Bile Acid Metabolism,43835,LC/MS Neg,100001062,5050.0,405.2646,159655,2304-89-4,,HMDB00502,
valine,385,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",1649,LC/MS Pos Early,566,2479.0,118.0863,6287,72-18-4,C00183,HMDB00883,
glucuronide of piperine metabolite C17H21NO3 (4)*,4871,Xenobiotics,Food Component/Plant,62291,LC/MS Neg,100020492,3992.0,462.17699999999996,,,,,
5-methylnorleucine,355,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",43546,LC/MS Pos Early,100004549,3116.0,146.1176,94817,31872-98-7,,,
adipoylcarnitine (C6-DC),1846,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Dicarboxylate)",52988,LC/MS Pos Early,100006614,2570.0,290.1598,71296139,,,HMDB61677,
gamma-glutamylcitrulline*,616,Peptide,Gamma-glutamyl Amino Acid,62104,LC/MS Pos Early,100020241,1644.0,305.1456,,,,,
3-hydroxybutyroylglycine,1777,Lipid,Fatty Acid Metabolism (Acyl Glycine),62064,LC/MS Neg,100020211,889.0,160.0615,,,,,
1-oleoyl-GPC (18:1),2529,Lipid,Lysophospholipid,48258,LC/MS Pos Late,100001272,1540.0,522.3554,16081932,19420-56-5,,HMDB02815,
umbelliferone,4977,Xenobiotics,Food Component/Plant,48557,LC/MS Neg,100006194,2875.0,161.0244,5281426,93-35-6,C09315,HMDB29865,
dopamine 3-O-sulfate,218,Amino Acid,Tyrosine Metabolism,48407,LC/MS Neg,100006361,1556.2,232.0285,122136,,C13690,HMDB06275,
2-aminoadipate,120,Amino Acid,Lysine Metabolism,6146,LC/MS Polar,381,3500.0,160.0615,469,542-32-5;1118-90-7,C00956,HMDB00510,
5-methylcytosine,4162,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",21106,LC/MS Pos Early,1049,2195.0,126.0662,65040,58366-64-6,C02376,HMDB02894,
apigenin sulfate (1),4609,Xenobiotics,Food Component/Plant,63079,LC/MS Neg,100021290,3265.0,349.0024,129853325,,,,
"bilirubin degradation product, C17H20N2O5 (2)",6116,Partially Characterized Molecules,Partially Characterized Molecules,64406,LC/MS Neg,100022009,3890.0,331.1299,,,,,
(15:3)-anacardic acid,4591,Xenobiotics,Food Component/Plant,64092,LC/MS Polar,100021253,681.0,341.2122,5388781,103904-73-0,,HMDB31059,
gentisate,213,Amino Acid,Tyrosine Metabolism,18280,LC/MS Neg,100000447,1459.8,153.0193,3469,490-79-9,C00628,HMDB00152,
carboxyibuprofen,5204,Xenobiotics,"Drug - Analgesics, Anesthetics",43333,LC/MS Neg,100004171,1920.0,235.0976,10444113,15935-54-3,,HMDB60564,
N6-carboxyethyllysine,110,Amino Acid,Lysine Metabolism,37458,LC/MS Polar,100001769,4124.0,217.1194,22283604,1404785,,,
theophylline,4482,Xenobiotics,Xanthine Metabolism,18394,LC/MS Pos Early,100000437,1870.0,181.072,2153,58-55-9,C07130,HMDB01889,
mevalonate,3089,Lipid,Mevalonate Metabolism,39583,LC/MS Polar,30,1462.0,147.0663,439230,96949-03-0,C02104,HMDB00227,
cholate sulfate,3379,Lipid,Primary Bile Acid Metabolism,52973,LC/MS Neg,100006637,4557.0,243.1149,,,,,
picolinate,271,Amino Acid,Tryptophan Metabolism,1512,LC/MS Pos Early,1022,910.0,124.0393,1018,98-98-6,C10164,HMDB02243,
N-acetyl-beta-glucosaminylamine,1375,Carbohydrate,Aminosugar Metabolism,35469,LC/MS Neg,1216,759.0,219.0986,439454,4229-38-3,C01239,HMDB01104,
carboxy-methyl-arginine,469,Amino Acid,Urea cycle; Arginine and Proline Metabolism,64071,LC/MS Pos Early,100021052,2778.0,233.1244,,18416-86-9,,HMDB39111,
"sphingomyelin (d18:1/20:0, d16:1/22:0)*",3034,Lipid,Sphingomyelins,48490,LC/MS Pos Late,100006290,2800.0,759.6375,44260124,,,HMDB12102,
N-acetylserine,11,Amino Acid,"Glycine, Serine and Threonine Metabolism",37076,LC/MS Pos Early,100001851,800.0,148.0604,65249,97-14-3,,HMDB02931,
20-hydroxyecdysone,4645,Xenobiotics,Food Component/Plant,27446,LC/MS Neg,100001037,4021.0,479.3014,5459840,5289-74-7,C02633,HMDB30180,
taurolithocholate 3-sulfate,3409,Lipid,Secondary Bile Acid Metabolism,36850,LC/MS Neg,100001658,5027.0,280.6221,440071,64936-83-0,C03642,HMDB02580,
"bilirubin degradation product, C16H18N2O5 (1)",6110,Partially Characterized Molecules,Partially Characterized Molecules,64403,LC/MS Neg,100022003,3098.0,317.1143,,,,,
1-methylurate,4483,Xenobiotics,Xanthine Metabolism,34395,LC/MS Pos Early,100001400,1461.0,183.0513,69726,708-79-2,C16359,HMDB03099,
heptadecatrienoate (17:3)*,1503,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62383,LC/MS Neg,100020715,5390.0,263.2017,16061034,,C16344,,
3-(4-hydroxyphenyl)lactate (HPLA),175,Amino Acid,Tyrosine Metabolism,32197,LC/MS Neg,240,1379.0,181.0506,9378,6482-98-0,C03672,HMDB00755,
pantoate,4233,Cofactors and Vitamins,Pantothenate and CoA Metabolism,63061,LC/MS Neg,100002613,1143.0,147.0663,439251,470-29-1,C00522,,
tyrosylglycine,977,Peptide,Dipeptide,41375,LC/MS Neg,100003598,1635.0,237.0881,259323,673-05-5,,HMDB29105,
alanylleucine,630,Peptide,Dipeptide,37093,LC/MS Pos Early,100001890,3055.0,203.139,259583,1638-60-4,,HMDB28691,
heptadecasphingosine (d17:1),3081,Lipid,Sphingosines,57427,LC/MS Pos Late,100015724,1377.0,286.2741,5283557,6918-48-5,,,
4-acetamidobenzoate,5960,Xenobiotics,Chemical,57585,LC/MS Neg,100009413,1403.0,178.051,19266,556-08-1,D03836,,
1-linolenoyl-GPG (18:3)*,2510,Lipid,Lysophospholipid,62368,LC/MS Neg,100020690,5421.0,505.2572,,,,,
lactosyl-N-behenoyl-sphingosine (d18:1/22:0)*,3003,Lipid,Lactosylceramides (LCER),57422,LC/MS Pos Late,100015623,3842.0,946.7189,,,,,
apiin,4687,Xenobiotics,Food Component/Plant,38174,LC/MS Neg,100002270,3720.0,563.1406,16211399,26544-34-3,C04858,,
1-palmitoleoylglycerol (16:1)*,2766,Lipid,Monoacylglycerol,52431,LC/MS Neg,100008952,6094.0,253.2173,,,,,
tetrahydrocortisone,3228,Lipid,Corticosteroids,38608,LC/MS Neg,100002403,5121.0,363.2177,5866,53-05-4,C05470,HMDB00903,
2-hydroxyhippurate (salicylurate),4361,Xenobiotics,Benzoate Metabolism,18281,LC/MS Neg,1869,2184.0,194.0459,10253,487-54-7,C07588,HMDB00840,
o-hydroxyatorvastatin,5548,Xenobiotics,Drug - Metabolic,47883,LC/MS Neg,100005933,5015.0,573.2406,9808225,214217-86-4,,,
"1,3,7-trimethylurate",4488,Xenobiotics,Xanthine Metabolism,34404,LC/MS Neg,100001397,1985.0,209.06799999999998,79437,5415-44-1,C16361,HMDB02123,
"N,N,N-trimethyl-5-aminovalerate",135,Amino Acid,Lysine Metabolism,57687,LC/MS Pos Early,100015962,2186.0,160.1332,14274897,,,,
uridine,4125,Nucleotide,"Pyrimidine Metabolism, Uracil containing",606,LC/MS Neg,535,1457.6,243.0623,6029,58-96-8,C00299,HMDB00296,
3-methylglutarylcarnitine (2),349,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",46548,LC/MS Pos Early,100005850,2687.0,290.1598,128145,,,HMDB00552,
cortisol,3215,Lipid,Corticosteroids,1712,LC/MS Neg,356,4710.0,361.202,5754,50-23-7,C00735,HMDB00063,
N-methylproline,486,Amino Acid,Urea cycle; Arginine and Proline Metabolism,37431,LC/MS Pos Early,100001956,1335.0,130.0863,557,475-11-6,,,
1-arachidonylglycerol (20:4),2776,Lipid,Monoacylglycerol,34397,LC/MS Pos Late,100001433,1568.0,401.2662,5282281,35474-99-8,C13857,HMDB11549,
undecenoylcarnitine (C11:1),1823,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",63613,LC/MS Pos Late,100021131,1069.0,328.2482,,,,,
5-acetylamino-6-amino-3-methyluracil,4492,Xenobiotics,Xanthine Metabolism,34424,LC/MS Polar,100001403,1710.0,197.06799999999998,88299,1196153-01-1,C16366,HMDB04400,
1-(1-enyl-palmitoyl)-2-arachidonoyl-GPE (P-16:0/20:4)*,2719,Lipid,Plasmalogen,52673,LC/MS Pos Late,100009002,2300.0,724.5276,,,,HMDB11352,
10-nonadecenoate (19:1n9),1491,Lipid,Long Chain Monounsaturated Fatty Acid,33972,LC/MS Neg,100001277,5780.0,295.2643,5312513,73033-09-7,,HMDB13622,
palmitoyl sphingomyelin (d18:1/16:0),3016,Lipid,Sphingomyelins,37506,LC/MS Pos Late,100002107,2168.0,703.5749,9939941,6254-89-3,,,
"2,8-quinolinediol",4643,Xenobiotics,Food Component/Plant,42975,LC/MS Pos Early,100004206,2514.0,162.055,97250,15450-76-7,C06342,,
glutamine conjugate of C7H12O2*,6068,Partially Characterized Molecules,Partially Characterized Molecules,63658,LC/MS Neg,100020259,3053.0,255.135,,,,,
rutin,4901,Xenobiotics,Food Component/Plant,18382,LC/MS Neg,2071,2770.0,609.1461,5280805,207671-50-9,C05625,HMDB03249,
dihydroferulic acid sulfate,4745,Xenobiotics,Food Component/Plant,62857,LC/MS Neg,100020272,1310.0,275.0231,187489,,,HMDB41724,
histamine,85,Amino Acid,Histidine Metabolism,1574,LC/MS Pos Early,354,3035.0,112.0869,774,51-45-6,C00388,HMDB00870,
2-hydroxy-4-(methylthio)butanoic acid,417,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",63739,LC/MS Polar,100021372,1065.0,149.0278,,583-91-5,,,
pyruvate,1197,Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",42582,LC/MS Neg,823,732.4,87.0088,1060,127-17-3,C00022,HMDB00243,
ornithine,455,Amino Acid,Urea cycle; Arginine and Proline Metabolism,1493,LC/MS Pos Early,444,2800.0,133.0972,6262,3184-13-2,C00077,HMDB03374,
O-desmethyltramadol,5241,Xenobiotics,"Drug - Analgesics, Anesthetics",53239,LC/MS Pos Early,100006382,3045.0,250.1802,130829,73986-53-5,,HMDB60997,
1-carboxyethylphenylalanine,143,Amino Acid,Phenylalanine Metabolism,62566,LC/MS Neg,100020419,2844.0,236.0928,,,,,
beta-alanine,4145,Nucleotide,"Pyrimidine Metabolism, Uracil containing",55,LC/MS Pos Early,244,1905.0,90.055,239,56-41-7;107-95-9,C00099,HMDB00056,
2'-deoxyinosine,4033,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",15076,LC/MS Neg,100000135,1688.0,251.0786,65058,890-38-0,C05512,HMDB00071,
trigonelline (N'-methylnicotinate),4222,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,32401,LC/MS Pos Early,100001092,1388.0,138.055,5570,535-83-1,C01004,HMDB00875,
palmitoyl ethanolamide,2091,Lipid,Endocannabinoid,38165,LC/MS Pos Late,1489,1643.0,300.2897,4671,544-31-0,C16512,HMDB02100,
dihydrocaffeate,5032,Xenobiotics,Food Component/Plant,38273,LC/MS Neg,100002451,1430.0,181.0506,348154,1078-61-1,C10447,HMDB00423,
2-myristoylglycerol (14:0),2781,Lipid,Monoacylglycerol,34383,LC/MS Neg,100001408,6230.0,227.2016,137938,27214-38-6,,HMDB11530,
2-hydroxymyristate,1907,Lipid,"Fatty Acid, Monohydroxy",32413,LC/MS Neg,100001180,5364.0,243.1966,1563,2507-55-3,C13790,HMDB02261,
gamma-glutamyltyrosine,613,Peptide,Gamma-glutamyl Amino Acid,2734,LC/MS Pos Early,1102,2518.0,311.1238,94340,7432-23-7,,HMDB11741,
(3'-5')-adenylyladenosine*,4188,Nucleotide,Dinucleotide,62396,LC/MS Neg,100020723,2173.0,595.1419999999999,94231,,,,
"5alpha-androstan-3alpha,17beta-diol monosulfate (1)",3288,Lipid,Androgenic Steroids,37186,LC/MS Neg,100002018,4925.0,371.1898,,,,,
dihydroxyphenylalanine (L-DOPA),186,Amino Acid,Tyrosine Metabolism,1576,LC/MS Pos Early,1129,2215.0,198.0761,6047,59-92-7;63-84-3,C00355,HMDB00181,
propionylglycine (C3),1723,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),31932,LC/MS Polar,100001150,1502.5,130.05100000000002,98681,21709-90-0,,HMDB00783,
3-methylglutaconate,341,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",57747,LC/MS Polar,100002458,2700.0,99.0452,1551553,5746-90-7,,HMDB00522,
CMP,4152,Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2372,LC/MS Pos Early,282,835.0,324.0591,6131,63-37-6,C00055,HMDB00095,
feruloylquinate (1),4770,Xenobiotics,Food Component/Plant,63399,LC/MS Neg,100021485,2166.0,367.1035,,,,,
o-hydroxyatorvastatin lactone,5549,Xenobiotics,Drug - Metabolic,47879,LC/MS Pos Late,100005937,1145.0,557.2446,,,,,
N-acetylglutamine,47,Amino Acid,Glutamate Metabolism,33943,LC/MS Pos Early,100001253,845.0,189.08700000000002,182230,2490-97-3,C02716,HMDB06029,
gluconate,4671,Xenobiotics,Food Component/Plant,587,LC/MS Polar,338,2922.0,195.051,10690,527-07-1,C00257,HMDB00625,
stearoyl-linoleoyl-glycerol (18:0/18:2) [2]*,2834,Lipid,Diacylglycerol,54947,LC/MS Pos Late,100010921,3762.0,638.5718,,,,,
2'-deoxyadenosine,4075,Nucleotide,"Purine Metabolism, Adenine containing",1553,LC/MS Pos Early,211,2252.0,252.1091,13730,16373-93-6,C00559,HMDB00101,
1-myristoyl-2-palmitoyl-GPC (14:0/16:0),2188,Lipid,Phosphatidylcholine (PC),19258,LC/MS Pos Late,100000672,2250.0,706.5381,129657,69525-80-0,,HMDB07869,
anthranilate,264,Amino Acid,Tryptophan Metabolism,4970,LC/MS Pos Early,1258,2606.0,138.055,227,118-92-3,C00108,HMDB01123,
2-hydroxylaurate,1906,Lipid,"Fatty Acid, Monohydroxy",52916,LC/MS Neg,100008934,5211.0,215.1653,97783,2984-55-6,,,
sulfate of piperine metabolite C16H19NO3 (1)*,4878,Xenobiotics,Food Component/Plant,62294,LC/MS Neg,100020495,4031.0,352.086,,,,,
2-keto-3-deoxy-gluconate,4985,Xenobiotics,Food Component/Plant,48141,LC/MS Polar,100005946,1900.0,177.0405,161227,17510-99-5,C00204,HMDB01353,
3-(4-hydroxyphenyl)propionate,4462,Xenobiotics,Benzoate Metabolism,39587,LC/MS Neg,100002914,1670.0,165.0557,10394,501-97-3,C01744,HMDB02199,
3-methylhistidine,70,Amino Acid,Histidine Metabolism,15677,LC/MS Pos Early,100000042,2670.0,170.0924,64969,368-16-1,C01152,HMDB00479,
"bilirubin degradation product, C16H18N2O5 (2)",6111,Partially Characterized Molecules,Partially Characterized Molecules,64404,LC/MS Neg,100022004,3204.0,317.1143,,,,,
glycoursodeoxycholate,3421,Lipid,Secondary Bile Acid Metabolism,39379,LC/MS Neg,100002911,5033.0,448.3068,12310288,64480-66-6,,HMDB00708,
naringenin 7-O-glucoside,4833,Xenobiotics,Food Component/Plant,37471,LC/MS Neg,100002143,3760.0,433.11400000000003,92794,529-55-5,C09099,,
fucosterol,3137,Lipid,Sterol,21187,LC/MS Pos Late,100000930,2688.0,395.3672,5281328,17605-67-3,C08817,HMDB02374,
uracil,4126,Nucleotide,"Pyrimidine Metabolism, Uracil containing",605,LC/MS Neg,825,1086.0,111.02,1174,66-22-8,C00106,HMDB00300,
gamma-glutamylserine,615,Peptide,Gamma-glutamyl Amino Acid,54914,LC/MS Pos Early,100009231,1351.0,235.0925,,5875-35-4,,,
ferulylglycine (1),4767,Xenobiotics,Food Component/Plant,54936,LC/MS Neg,100010912,2239.0,250.0721,,,,,
oleoyl-arachidonoyl-glycerol (18:1/20:4) [1]*,2853,Lipid,Diacylglycerol,54960,LC/MS Pos Late,100010936,2907.0,660.5562,,,,,
trimethylamine N-oxide,2170,Lipid,Phospholipid Metabolism,40406,LC/MS Pos Early,100003397,2100.0,76.0757,1145,1184-78-7,C01104,HMDB00925,
3-hydroxy-3-methylglutarate,3088,Lipid,Mevalonate Metabolism,531,LC/MS Polar,112,2850.0,161.0456,1662,503-49-1,C03761,HMDB00355,
"3,4-dihydroxyphenylacetate",201,Amino Acid,Tyrosine Metabolism,18296,LC/MS Neg,100000449,1040.0,123.0452,547,102-32-9,C01161,HMDB01336,
coumaroylquinate (1),4725,Xenobiotics,Food Component/Plant,54926,LC/MS Neg,100010906,2480.0,337.0929,,,,,
brilliant blue FCF (blue 1),5876,Xenobiotics,Chemical,43434,LC/MS Neg,100004314,4362.0,249.0507,109671,3844-45-9,,,
asmol,5697,Xenobiotics,Drug - Respiratory,42588,LC/MS Pos Early,100003966,2722.0,240.1594,2083,18559-94-9,D02147,HMDB01937,
N-stearoyl-sphinganine (d18:0/18:0)*,2926,Lipid,Dihydroceramides,1759,LC/MS Pos Late,922,3526.0,568.5663,5283573,2304-80-5,,,
beta-guanidinopropanoate,4694,Xenobiotics,Food Component/Plant,35101,LC/MS Pos Early,100001411,2145.0,132.0768,67701,353-09-3,C03065,HMDB13222,
alanine,29,Amino Acid,Alanine and Aspartate Metabolism,1126,LC/MS Pos Early,811,1700.0,90.055,5950,56-41-7,C00041,HMDB00161,
estriol 16-glucuronide,3360,Lipid,Estrogenic Steroids,57799,LC/MS Neg,100005412,3533.0,463.1974,,1852-50-2,,,
vanillactate,195,Amino Acid,Tyrosine Metabolism,54910,LC/MS Neg,100006129,1625.0,211.0612,160637,2475-56-1,,HMDB00913,
1-(1-enyl-oleoyl)-GPE (P-18:1)*,2750,Lipid,Lysoplasmalogen,44621,LC/MS Pos Late,100005372,1566.0,464.3136,,,,,
pseudouridine,4127,Nucleotide,"Pyrimidine Metabolism, Uracil containing",33442,LC/MS Neg,821,1100.0,243.0623,15047,1445-07-4,C02067,HMDB00767,
sucrose,1281,Carbohydrate,Disaccharides and Oligosaccharides,1519,LC/MS Polar,935,3092.0,387.1144,5988,57-50-1,C00089,HMDB00258,
(15:2)-anacardic acid,4590,Xenobiotics,Food Component/Plant,41397,LC/MS Neg,100003472,5565.0,343.2279,11824131,11034-77-8,,HMDB33896,
"1,2-dipalmitoyl-GPC (16:0/16:0)",2204,Lipid,Phosphatidylcholine (PC),19130,LC/MS Pos Late,100000657,2450.0,734.5694,452110,63-89-8,,HMDB00564,
4-allylcatechol sulfate,4399,Xenobiotics,Benzoate Metabolism,63597,LC/MS Neg,100020578,3571.0,229.0176,,,,,
adenosine,4052,Nucleotide,"Purine Metabolism, Adenine containing",555,LC/MS Pos Early,798,2169.0,268.10400000000004,60961,58-61-7,C00212,HMDB00050,
N-acetylputrescine,506,Amino Acid,Polyamine Metabolism,37496,LC/MS Pos Early,192,2230.0,131.1179,122356,18233-70-0,C02714,HMDB02064,
nicotinamide riboside,4207,Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,33013,LC/MS Pos Early,100001310,2040.0,255.0976,439924,1341-23-7,C03150,HMDB00855,
hexanoyltaurine,2109,Lipid,Endocannabinoid,63224,LC/MS Neg,100021223,3040.0,222.0806,2245940,,,,
spermidine,513,Amino Acid,Polyamine Metabolism,485,LC/MS Pos Early,50,3355.0,146.1652,1102,124-20-9,C00315,HMDB01257,
cimetidine,5516,Xenobiotics,Drug - Gastrointestinal,42592,LC/MS Pos Early,100004011,2715.0,253.123,,51481-61-9,,,
luteolin sulfate,4614,Xenobiotics,Food Component/Plant,64044,LC/MS Neg,100021338,3117.0,364.9973,,,,HMDB38471,
threonate,4250,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,27738,LC/MS Polar,100001022,2384.0,135.0299,151152,70753-61-6,C01620,HMDB00943,
linolenoylcarnitine (C18:3)*,1834,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57511,LC/MS Pos Late,100015831,1310.0,422.3265,,,,,
1-linolenoyl-GPC (18:3)*,2534,Lipid,Lysophospholipid,45951,LC/MS Pos Late,100005350,1410.0,518.3241,,,,HMDB10388,
guaiacol sulfate,4394,Xenobiotics,Benzoate Metabolism,46111,LC/MS Neg,100004208,2344.0,203.002,22473,,,HMDB60013,
N-palmitoyltaurine,2103,Lipid,Endocannabinoid,39835,LC/MS Neg,100003239,5560.0,362.2371,,83982-06-3,,,
butyrylcarnitine (C4),1719,Lipid,Fatty Acid Metabolism (also BCAA Metabolism),32412,LC/MS Pos Early,100001054,2860.0,232.1543,439829,25576-40-3,C02862,HMDB02013,
linoleoyl-arachidonoyl-glycerol (18:2/20:4) [1]*,2855,Lipid,Diacylglycerol,54955,LC/MS Pos Late,100010922,2590.0,658.5405,,,,,
isoleucylglycine,815,Peptide,Dipeptide,40008,LC/MS Neg,100003169,1992.0,187.1088,342532,868-28-0,,HMDB28907,
"3,7-dimethylurate",4487,Xenobiotics,Xanthine Metabolism,34399,LC/MS Neg,100001398,1418.0,195.0524,83126,13087-49-5,C16360,HMDB01982,
3-ureidoisobutyrate,4143,Nucleotide,"Pyrimidine Metabolism, Uracil containing",57549,LC/MS Pos Early,100001531,1207.0,147.0764,160663,2905-86-4,C05100,HMDB02031,
arabitol/xylitol,1235,Carbohydrate,Pentose Metabolism,48885,LC/MS Polar,100006430,1932.4,151.0612,,,,,
Flavone derivative C26H28O14 (5)*,6107,Partially Characterized Molecules,Partially Characterized Molecules,64292,LC/MS Neg,100021928,2457.0,563.1406,,,,,
maltitol/lactitol/cellobiotol/palatinol,1297,Carbohydrate,Disaccharides and Oligosaccharides,57379,LC/MS Neg,100015645,750.0,343.1246,,,,,
ferulylglycine (2),4768,Xenobiotics,Food Component/Plant,54937,LC/MS Neg,100010913,2172.0,250.0721,,,,,
trans-2-hexenoylglycine,1758,Lipid,Fatty Acid Metabolism (Acyl Glycine),61798,LC/MS Neg,100019884,2707.0,170.0823,,,,,
gamma-CEHC sulfate,4276,Cofactors and Vitamins,Tocopherol Metabolism,62280,LC/MS Neg,100020480,2850.0,343.0857,,,,,
adenine,4053,Nucleotide,"Purine Metabolism, Adenine containing",554,LC/MS Pos Early,880,2221.0,136.0618,190,73-24-5,C00147,HMDB00034,
N-methylleucine,317,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",35666,LC/MS Pos Early,100001581,2787.0,146.1176,2777993,66866-69-1,,,
N-desmethyl rosuvastatin,5556,Xenobiotics,Drug - Metabolic,42004,LC/MS Neg,100004032,2888.0,466.1454,9956224,,,,
1-linoleoyl-GPI* (18:2)*,2640,Lipid,Lysophospholipid,36594,LC/MS Neg,100001778,5494.0,595.2889,,,,,
valylleucine,998,Peptide,Dipeptide,39994,LC/MS Pos Early,100003210,3138.0,231.1703,352039,22906-55-4,,HMDB29131,
3-methyl-2-oxovalerate,366,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15676,LC/MS Neg,100000036,2064.2,129.0557,47,1460-34-0;51829-07-3,C00671,HMDB03736,
maleate,1622,Lipid,"Fatty Acid, Dicarboxylate",20676,LC/MS Polar,100000707,2640.0,115.0037,444266,110-16-7,C01384,HMDB00176,
3-hydroxyhexanoylcarnitine (1),1860,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",62557,LC/MS Pos Early,100020825,2918.0,276.1806,,,,,
3-dehydrodeoxycholate,3393,Lipid,Secondary Bile Acid Metabolism,63119,LC/MS Neg,100020860,5235.0,389.2697,160738,834588,,HMDB62742,
levetiracetam,5593,Xenobiotics,Drug - Neurological,57641,LC/MS Pos Early,100015873,1925.0,171.1128,5284583,102767-28-2,"D00709,C07841",,
naringenin 7-glucuronide,4834,Xenobiotics,Food Component/Plant,54924,LC/MS Neg,100010898,3144.0,447.0933,,,,,
valsartan,5476,Xenobiotics,Drug - Cardiovascular,48566,LC/MS Neg,100006232,4228.0,434.2198,5650,137862-53-4,,,
alpha-ketoglutarate,1399,Energy,TCA Cycle,528,LC/MS Neg,93,616.8,145.0143,51,305-72-6;328-50-7;22202-68-2,C00026,HMDB00208,
hypotaurine,438,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",590,LC/MS Pos Early,358,724.0,110.027,107812,300-84-5,C00519,HMDB00965,
ribonate,1221,Carbohydrate,Pentose Metabolism,27731,LC/MS Polar,100001007,2425.0,165.0405,5460677,1255190,C01685,HMDB00867,
tetradecadienoate (14:2)*,1501,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),62850,LC/MS Neg,100020343,5292.0,223.1704,5312409,39039-37-7,,HMDB00560,
soyasaponin II,4921,Xenobiotics,Food Component/Plant,43589,LC/MS Neg,100004482,5175.0,911.5010000000001,171435,55319-36-3,C12081,HMDB34650,
deoxycarnitine,1871,Lipid,Carnitine Metabolism,36747,LC/MS Pos Early,100001662,2052.0,146.1176,134,6249-56-5,C01181,HMDB01161,
piperine,4867,Xenobiotics,Food Component/Plant,33935,LC/MS Pos Late,100001267,1168.0,286.1438,638024,94-62-2,C03882,HMDB29377,
kynurenine,257,Amino Acid,Tryptophan Metabolism,15140,LC/MS Pos Early,100000265,2739.0,209.0921,161166,2922-83-0,C00328,HMDB00684,
phenylacetylglutamine,1145,Peptide,Acetylated Peptides,35126,LC/MS Neg,100001417,2330.0,263.1037,92258,28047-15-6,C04148,HMDB06344,
